sku,name,image_filenames,number_of_photos
P50/0401,Placa Prata Retangular com Madeira,P500401-9X13-91789-P500402-10X15-92039.png,1
P56/9021,Placa Prata Retangular Ondas para Gravação,P569021-3X2-9479.png,1
P50/0105,Placa Prata Retangular Parafusos com Madeira,P500105-10X15-91659.png,1
P56/9001,Placa Prata Retangular para Gravação,P569001-45X35-9159.png,1
P56/9003,Placa Prata Retangular para Gravação,P569003-4X15-9559.png,1
P56/9040,Placa Prata Retangular para Gravação,P569040-4X25-9759.png,1
P56/9010,Placa Prata Retangular Picotada para Gravação,P569010-3X15-9459.png,1
P18/0801,Placa Retangular Pergaminho em Prata com Madeira,P180801-9X13-91159-0802-10X15-91369-0803-13X18-92029.png,1
B40/0134,Porta-Canetas,B40_0049.jpg | B40-0087.jpg | B40-0086.jpg,3
P7510,Porta-Canetas com Relógio,P7510-115X9-Porta-canetas-32E.png | P7510.png,2
B40/0136,Porta-Cartas,B40_0049.jpg | B40-0087.jpg | B40-0086.jpg,3
P4801,Porta-Cartas em Prata,P4801-PORTA-CARTAS-29E.png | P4801-PORTA-CARTAS-29E.png,2
P3563,Porta-CD em Prata,P3563-14X145-PORTA-CD-33E.png,1
,Porta-CD em Prata,"",0
P506,Porta-Charuto em Prata,P506-14x4-porta-charruto-166E.png,1
R704,Porta-Chaves,R704_detail.jpg | R704_display.jpg,2
B6728,Porta-Chaves Comunhão,B6728.png,1
B6740,Porta-Chaves Comunhão,B6740.png,1
B6727,Porta-Chaves Comunhão,B6727.png,1
B7733,Porta-Chaves Macaco,B7733.png,1
B7734,Porta-Chaves Urso,B7734.png,1
A237PA,Porta-Chupeta,A237PA.jpg,1
B2381PBR,Porta-Chupeta,B2381PBR.png,1
A958PAZ,Porta-Chupeta,A958PAZ-PRO - PORTA CHUPETA.jpg,1
A861,Porta-Chupeta,A8619-10.jpg | A8619-02.jpg | A8619-03.jpg | A861PAZ.jpg | A861PRO.jpg,5
A231P,Porta-Chupeta,A231P.jpg,1
A237PR,Porta-Chupeta,A237PR.jpg,1
A236PR,Porta-Chupeta,A236PR.png,1
A3463/01B,Porta-Chupeta,A3463-01B.png | A3463-01B-P.CHUPETA.jpg,2
A3233/01R,Porta-Chupeta,A3233-01R.jpg,1
A3233/01C,Porta-Chupeta,A3233-01C P.CHUP-Photoroom(1).jpg | A3233-01C.jpg,2
A902,Porta-Chupeta,A902PAZ.jpg,1
A938,Porta-Chupeta,A938PRO.png,1
A755,Porta-Chupeta,A755PAZ.png,1
B3072,Porta-Chupeta,B3072PRO.jpg,1
B3144PBR,Porta-Chupeta,B3144PBR.png,1
B3679PBR,Porta-Chupeta,B3679PBR.png | B3679PBR.jpg,2
B3619PRO,Porta-Chupeta,B3619PRO.jpg,1
A932PRO,Porta-Chupeta,A932PRO.png,1
B3737BR,Porta-Chupeta,B3737BR.jpg,1
B2899BR,Porta-Chupeta Batismo,B2899BR.png,1
B2731PBR,Porta-Chupeta Batismo,B2733BR_B2732SBR_B2731PBR.png,1
A926PBR,Porta-Chupeta Batismo,A926PBR.png,1
P21/0002C,Porta-Chupeta Prata,P210002C-9119.png,1
A3075,Porta-Dentinho,A3075-02R.jpg | A3075-02C.jpg | A3075-02R CX. DENTINHO MADEIRA.jpg | A3075-02C CX-Photoroom.jpg,4
A3465/06C,Porta-Dentinho,A3465-06C.jpg | A3465-06C-CX 1ºDENTE.jpg,2
A3085,Porta-Dentinho,A3085-02C.jpg | A3085-03R.jpg | A3085-02R.jpg | A3085-03C.png | A3085-02R CX. DENT-Photoroom.jpg | A3085-02C CX. DENT.MADEIRA.jpg,6
A3465/06R,Porta-Dentinho,A3465-06R.jpg | A3465-06R-CX 1ºDENTE.jpg,2
B6868,Porta-iPad Pele Comunhão,B6868.png,1
B43736,Porta-Lápis com Música,B43736.jpg,1
A7015/01,Porta-Rosário Comunhão Madeira,A7015-01.jpg,1
A7036/01,Porta-Rosário Comunhão Madeira,A7036-01.png,1
A7035/01,Porta-Rosário Comunhão Pele,A7035-01.png,1
A7016/01,Porta-Rosário Comunhão   Pele,A7016-01.jpg,1
BA4787M,Porta-Velas,BA4788M_BA4787M.png | BA4787M.jpg,2
P02/3000,Porta-Velas com Prata,P023000-7X15-9369-P.VELAS_.png,1
P02/3107,Porta-Velas Madeira com Prata,P023106-E-P023107.png,1
P02/3100,Porta-Velas Madeira com Prata,P023100-E-P023101.png,1
P02/3120,Porta-Velas Madeira com Prata,P023120-20cm-94759-1.png,1
P02/3207,Porta-Velas Madeira com Prata,P023207-P023206.png,1
B090379,Porta-Velas Perfumada,B090379 -PORTA VELA PERFUMADA.png,1
P1508,Porta-Velas Prata,P1508-PORTA-VELAS.jpg | P1508-PORTA-VELAS.jpg,2
P1654,Porta-Velas Prata,P1654-alt.9cm-base85cm-9599.png,1
P1653,Porta-Velas Prata,P1653-alt11cm-base10cm-9889.png,1
BA1227M,Porta-Velas Quadrado,BA1227M PORTA VELAS.jpg | BA1227M.jpg,2
BA1225M,Porta-Velas Redondo,BA1225M.jpg | BA1225M-Photoroom.jpg,2
B17/3357,Prato Casamento,B17-3357.jpg,1
P33TR.27,Prato Decorativo,P33TR.27-Diam.-145cm-27E-PRATOfundo.png,1
PP2726,Pulseira Dezena Prata,PP2726 =PP5326.jpg,1
PP5322,Pulseira Dezena Prata,PP5322-Photoroom(1).jpg,1
PP5321,Pulseira Dezena Prata,PP5321-Photoroom.jpg,1
B15/5231,Quadro,B155231.jpg,1
B27/6480,Quadro,B276480-81-82ANJOS.jpg,1
B15/5229,Quadro,B155229.jpg,1
B38/5129,Quadro,B38-5129.png,1
B38/5112,Quadro,B385112 MAE E FILHO.jpg,1
B15/5178,Quadro,B155178.jpg,1
B15/5260,Quadro,"",0
B38/5126,Quadro Imagem de Anjos,B38-5126.png,1
B1564M,Quadro Madeira Comimagem Sagrada Família,B1564M.jpg,1
B15/5265,Quadro   Nossa Senhora,B155265.jpg,1
B10687,Recordação de Comunhão,B10687.jpg,1
B1898-04G,Recordação de Comunhão,B1898-04G-IMAGEM COMUNHÃO 5.5X10.jpg,1
B10689,Recordação de Comunhão,B10689.jpg,1
B10683,Recordação de Comunhão,B10683.jpg,1
B10682,Recordação de Comunhão,B10682.jpg,1
B7760,Relógio de Bolso com Caixa,B7760.png,1
P07/0201,Relógio Despertador em Prata Capela,P070201-6X9-25.png,1
P07/1213,Relógio Despertador em Prata Capela,P071213-10X15-9429.png,1
P07/9221,Relógio Despertador em Prata Capela com Pêndulo Picotado,reloj-pendulo-capela-perlas-P079221-6x9-9309-.jpg,1
P07/1220,Relógio Despertador em Prata Capela Picotado,relo-capela-perlasP071220-4.5X6-9259-1221-6x9-9299-.jpg,1
P07/1203,Relógio Despertador em Prata Capela Rosinhas,Reloj.Despertador-rosinhas-P071203-10x15-95459.png,1
P06/0411,Relógio Despertador em Prata Oval Liso,reloj-ovalado-liso-P160411-6X9-9259.jpg,1
P06/0810,Relógio Despertador em Prata Oval Picotado,reloj-ovalado-perlas-P060810-5x6-9259-p060811-6x9-9269.jpg,1
P43/404,Relógio Despertador em Prata Retangular,P430404-6X9-22mm-9259.png,1
P47/0460,Relógio Despertador em Prata Retangular,reloj-rectangular-paralelo-P470460-6X9-93659.jpg,1
P43/0304,Relógio Despertador em Prata Retangular,reloj-rectangular-P430304-6x9-P430305-9x13-2-scaled.jpg,1
P47/9470,Relógio Despertador em Prata Retangular com Pêndulo,reloj-pendulo-canaletas-P479470-6X9-93659-P479471-9X13-93959.jpg,1
P47/9531,Relógio Despertador em Prata Retangular com Pêndulo Cruzes,P479531-Relogio-desp.pendulo.png,1
P47/9801,Relógio Despertador em Prata Retangular com Pêndulo Picotado,reloj-pendulo-perlas-P479801-9X13-93959.jpg,1
BA1765,Rosa Dourada,BA1765YR ROSA1.jpg | BA1765RR ROSA -1.jpg | BA1765B ROSA COR AZUL.jpg,3
BA2058,Rosa Perfumadora Mini,BA2058-Y-1024x1024.jpg | BA2058-W-1024x1024.jpg | BA2058-S-1024x1024.jpg | BA2058-RS-1024x1024.jpg | BA2058-RR-2-1024x1024.jpg | BA2058-R-1024x1024.jpg | BA2058-P-1024x1024.jpg | BA2058-G-1024x1024.jpg | BA2058-BS-1024x1024.jpg | BA2058-B-1024x1024.jpg,10
BA1847,Rosa Perfumadora Prata,BA1847R1-.png | BA1847S-.png,2
B3660SBR,Saco Porta-Chupeta,B3660SBR.jpg,1
A237SA,Saco Porta-Chupeta,A237SA.jpg,1
A856,Saco Porta-Chupeta,"ChatGPT Image Mar 18, 2026, 04_34_36 PM.png",1
A939,Saco Porta-Chupeta,A939SAZ.jpg,1
A3233/02C,Saco Porta-Chupeta,A3233-02C SACO P.CHUP.jpg | A3233-02C.jpg,2
A933,Saco Porta-Chupeta,A933SRO.jpg,1
A903,Saco Porta-Chupeta,A903SRO.jpg,1
A787SAZ,Saco Porta-Chupeta,A787SAZ.png | A787SAZ-SRO-PhotoRoom.png,2
A3463/02B,Saco Porta-Chupeta,A3463-02B.png | A3463-02B SACO P.CHUPETA.jpg,2
A794SBR,Saco Porta-Chupeta,A794SBR.jpg,1
A3233/02R,Saco Porta-Chupeta,A3233-02R SACO P-Photoroom.jpg | A3233-02R.jpg,2
B3115SAZ,Saco Porta-Chupeta,B3115SAZ.png,1
B3534SBR,Saco Porta-Chupeta,B3534SBR SACO 96-Photoroom.png | B3534SBR.png,2
B3073SRO,Saco Porta-Chupeta,B3073CAZ.png,1
B3155BR,Saco Porta-Chupeta,B3155BR.png,1
B2382SBR,Saco Porta-Chupeta,B2382SBR.jpg,1
B3125,Saco Porta-Chupeta,B3125SAZ-RO-Photoroom.png | B3125SRO.png,2
A966SAZ,Saco Porta-Chupeta,A966SAZ SACO.jpg | A966SAZ.png,2
B3984,Saco Porta-Chupeta,B3984SRO.png,1
B3640,Saco Porta-Chupeta,B3640SAZ.jpg,1
A236SA,Saco Porta-Chupeta,A236SA.jpg,1
A236SR,Saco Porta-Chupeta,A236SR.jpg,1
A237SR,Saco Porta-Chupeta,A237SR.jpg,1
B4422,Saco Porta-Chupeta,B4422SAZ.png | B4422SRO.jpg,2
B3540SBR,Saco Porta-Chupeta,B3540SBR.jpg,1
B3145SBR,Saco Porta-Chupeta,B3145SBR.png,1
A862,Saco Porta-Chupeta,A862SRO.jpg,1
A756,Saco Porta-Chupeta,A756SRO.jpg,1
B3680SBR,Saco Porta-Chupeta,B3680SBR.jpg,1
A1434MO,Sagrada Família,A949MO PRESEPIO GRANDE.jpg,1
BA3290MO,Sagrada Família,BA3290MO-H.13cm.jpg,1
A949MO,Sagrada Família,A949MO PRESEPIO GRANDE.jpg,1
P2715,Salva de Prata,P2715-25.jpg | P2715-50.jpg,2
P74893,Salva em Prata Redonda,P74893-D.10cm-9599-FUNDO-D.8cm.png,1
P01/2701,Salva em Prata Retangular,P012701-145X95-9759-P012702-165X115-99459-P87270-125X8-9589.png,1
P74861,Salva em Prata Retangular,P74861-15X115-912759-P74862-92459.png,1
P01/0403,Salva em Prata Retangular,P010403-21X16-.png,1
P01/1702B,Salva em Prata Retangular,P011702B-115X165-99459.png,1
P74875,Salva em Prata Retangular,P74875-21X105-91299.png,1
P74890,Salva em Prata Retangular,P74890-16X11-91149.png,1
P41/0302,Salva em Prata Retangular,P410302-135X18-9959.png,1
P74866,Salva em Prata Retangular,P74866-17X13-91749-P74865-12X9-9669.png,1
P01/0701,Salva em Prata Retangular Lisa,P010701-9.5X14-9689-P010702-115X165-9949-P010703-135X185-91389.png,1
P01/0602,Salva em Prata Retangular Lisa,P010601-115X16.5-99759-P010603-135X185-91449.png,1
P74892,Salva em Prata Retangular Lisa,P74892-15X95-9889.png,1
BA1975-03,Salva-Gotas,BA1975-03.png | BA1975-03-SALVA GOTA.jpg,2
BN558,Santo António,BN558.jpg,1
BN700XA,Santo António,BN700XA.jpg,1
B1553,Santo António,B1553.jpg,1
P02/4052,Solitário Madeira com Prata,P024052-24cm-96659.png,1
P02/4051,Solitário Madeira com Prata,P024051-24cm-96659.png,1
P02/4050,Solitário Madeira com Prata,P024050-Alt.22cm-9639.png,1
BA1974,Suporte Comcaneta Fim de Curso,BA1974-03-Photoroom.jpg | BA1974-04-Photoroom.png | BA1974-01-Photoroom.png,3
B27/7259,Suporte em Vidro para Vela,B277259-H.30cm.jpg | B277259 H.30cm.jpg | B27-7259.png,3
P02/1080,Tabuleiro Madeira com Aplicação Prata,P021080-13X23-9359-P021081-17X27-9419.png,1
P02/1065,Tabuleiro Madeira com Aplicação Prata,P021065-7x50-9369.png,1
P02/1090,Tabuleiro Madeira com Aplicação Prata,P021090-13X13-9209-P021091-17X17-9229.png,1
P02/1030,Tabuleiro Madeira com Aplicação Prata,P021030-15x15-9239.png,1
P02/1070,Tabuleiro Madeira com Aplicação Prata,P021070-22X45-9549-TABULEIRO-MADEIRA.png,1
P02/1060,Tabuleiro Madeira com Aplicação Prata,P021060-12X47-9609.png,1
P02/1006,Tabuleiro Madeira com Aplicação Prata,P021006-125X48-07-175X275-9419-08-225X305-9449-09-225X45-9549.png,1
P02/1003,Tabuleiro Madeira com Aplicação Prata,P021003-20X20-9249.png,1
B2087R,Talher de Criança,B2087R.jpg | B2087R-TALHERE-Photoroom.jpg,2
B3682BR,Talher de Criança,B3682BR.jpg,1
A273T,Talher de Criança,A273T.jpg | A273T-1.jpg,2
B3642AZ,Talher de Criança,B3642AZ.jpg,1
A768TBR,Talher de Criança,A768TBR.png,1
A854RO,Talher de Criança,A854RO.png,1
A273RO,Talher de Criança,A273RO.png,1
A789,Talher de Criança,A789TAZ.png,1
A231T,Talher de Criança,A231T.jpg,1
A904RO,Talher de Criança,A904RO.png,1
A796TBR,Talher de Criança,A796TBR.png,1
B3992RO,Talher de Criança Colorido,B3992RO.jpg,1
A929TBR,Talheres Batismo,A929TBR TALHER .jpg | A929TBR.png,2
B3992,Talheres Bebé,B3992RO.jpg,1
BA1002,Talheres de Corte para Bolo,BA1002.png | BA1002.jpg,2
A941AZ,Talheres de Criança,"ChatGPT Image Feb 20, 2026, 06_59_31 PM.png",1
A905,Talheres de Criança,A905RO.png,1
B4425,Talheres de Criança,B4425AZ.jpg | B4425RO.png,2
A935TRO,Talheres de Criança,A935TRO.png,1
A271TAZ,Talheres de Criança,A271TAZ- AZUL.jpg | A271TAZ.jpg,2
A961,Talheres de Criança,A961TAZ-TRO TALHER 1.jpg | A961TAZ.jpg | A961TRO.png,3
A3233/03C,Talheres de Criança,A3233-03C.jpg,1
A237TR,Talheres de Criança,A237TR.png,1
A3233/03R,Talheres de Criança,A3233-03R-Photoroom.jpg | A3233-03R.jpg,2
A236TR,Talheres de Criança,A236TR.png,1
A271T,Talheres de Criança,A271T-BRANCO.jpg | A271TRO- ROSA.jpg | A271TAZ- AZUL.jpg | A271T.jpg | A271TRO.jpg | A271TAZ.jpg,6
A271TRO,Talheres de Criança,A271TRO- ROSA.jpg | A271TRO.jpg,2
A236TA,Talheres de Criança,A236TA.png,1
A237TA,Talheres de Criança,A237TA.png,1
B3602BR,Talheres de Criança,B3602BR.png,1
B2217,Talheres Urso,"ChatGPT Image Mar 18, 2026, 05_01_16 PM.png",1
BN4030,Urso com Música,BN4030AZ.png | BN4030RO.png,2
BN4031,Urso com Música,BN4031RO.png | BN4031AZ.png,2
PVQ2,Vela Prata,PVQ2-argola.png | PVQ2A.png | PVQ2.png,3
PVQ1,Vela Quadrada com Anjo Prata,PVQ1A.png | PVQ1A-argola.png,2
PVELAMFQ,Vela Quadrada Prata,PVELAMFQ.png | PVELAMFQ-A.png,2
PVR2A-P,Vela Redonda com Anjo + 3 Pérolas Prata,PVR2A-perolas.png | PVR2A-perolas-argola.png,2
PVR2A,Vela Redonda com Anjo Prata,PVR2A-perolas.png | PVR2A.png | PVR2A-argola.png | PVR2A-perolas-argola.png,4
PVR2,Vela Redonda Prata,PVR2.png | PVR2-argola.png | PVR2-VELA.jpg | PVR2A-perolas.png | PVR2A.png | PVR2A-argola.png | PVR2A-perolas-argola.png,7
